Song ID, Song Score
p_QxJvLuD_w,0
kbo-e-01aGk,0
bBOwy0Ykk1Q,0
UB9l3V9PBAc,0
j6Wg9UwBNSE,0
DXkWgEhjp6s,0
knuCwZPs1P0,0
p3fh3HgVB6E,0
f18i2_B7av4,0
6t75mcIykFA,0
pIfCTTC7iHI,0
f_3Pqjd4Bx4,0
f6KKzXq8nX0,0
85wgOCDX1do,0
eMzYGy-ECMQ,0
7z40tOSz5MM,0
jNUjLXpy7OA,0
9hzcHUK4WaA,0
ojiGKxIKrWw,0
6bdyffPwWrA,0
c6TTps_yYYk,0
dq8fJVxRrUY,0
gJFRiqy17ew,1
USvIa08jGJQ,0
X3zJi0vdNEg,0
3qTOgiBVSDc,1
zHUxhb5-e4w,0
rV9X3mf0aOs,0
j2zMJ-Q650w,0
iLlQ7Fa1rG8,0
HqZVN9EfBbA,0
JkeG3DoLpyA,0
kTtru6dwYo0,0
Smiu_zRgAIs,0
FE2GQB37G1A,0
dKa1LVX6oZs,0
MFD0MRJMdRg,0
PruWN_tu5a0,0
qF9WM_aQF2w,0
kBmcGewribk,0
e3ZkLdp5788,0
aNSn3RW0xmI,0
qWH_QavPgo4,0
cWl82CEa9DI,0
FrxS64TpY5A,0
#NAME?,0
MtSDCwnRiZY,0
KKxuJcyErsg,0
Txil3wZ8uA4,0
nK5blLPbFyE,0
0iDFD7XHrtk,0
pAkYQ7VxIOw,0
vuV-6SaoU-8,0
7J0qGzeP64o,0
gm8vw_qyrjI,0
1nnEWCC1QG4,0
DMcHJ_Jx0b0,0
s_e2_NE-cME,0
Z3cGGsQqooE,0
fB-pDQ3KGSw,0
JV41UkBQDhE,0
xWTdj8wrxmM,0
BYHkGK7ahMY,0
cqFIMTGa8kY,0
UlDOxzH-wW8,0
8sOQ7HM0BYo,0
jjEufqmnmvo,0
mq6oUiqoWCA,0
cmOTZmHwKLI,0
ERySd9EtObo,0
BFqzMVdJ4bY,0
J0nQUjtHBiY,0
ZKm-BVkBTJk,0
_Q2yR0x5BcI,0
hIR4-6FL3Mk,0
Z6tI3rrKqTE,0
BNwwjFD9Wsw,0
5wLwG15Xq0k,0
e8yu_k-JBvE,0
ox8si9OEncI,0
x8VtSs-JS7o,0
iHaEVhwxdZM,0
UG2saegsZlY,0
eGZLvu-N8HE,0
cOoGIy4C5eY,0
kGi3e7uIjAQ,0
mWXnlvAlj2w,0
uRysIeRgNkI,0
S927n1xUkAM,0
a5S-m1g8_sY,0
O1Vj5DIKkvg,0
J_NIUoh-Ucw,0
olUcv2COGbY,0
oAvcQsuIARw,0
VwvQMaXZxqo,0
zUNZLlt39ZA,0
AK2VtNuxLY0,0
2N4t_kChuiU,0
9YQqggmJVvA,0
ZLhfr8mpzxU,0
Dyfcc3kyMPU,0
ZM3i6FPSFKQ,0
VcYab6pdE70,0
ZqpNprBEzq4,0
AoV_yWhori0,0
bzilliIil9M,0
oZNlbt8jWTI,0
JnVeFWsyoEI,0
as7p6VwnR5s,0
8HU8ECTDdCM,0
s7U_UfvylRc,0
gnDzncPX0ks,0
MXKkMJVtOOQ,0
XDdhy3R5vwM,0
DXRwj5aCFPo,0
4BBZ2VHUitk,0
phooDHZK-cA,0
N3VKXfT3KVc,0
qvhuT9QlvL8,0
PqGuw5lYBBg,0
cxp6FQ0LLtg,0
JDf_UW2whBg,0
2J2XC3Ty92g,0
7-a8UOX9EA0,0
K0-z4VTLlSU,0
s12mbZi1rg0,0
IDsyXij3fa8,0
UG15w-0OkBw,0
xSaLtRksFlM,0
Q_S2oKpyl5s,0
SAz3jCOlkx8,0
RSXGaCJ7OSM,0
Oh5_-YCh34E,0
kHOOz5pQsQE,0
7F0qhq7-K08,0
gWo12TtN9Kk,0
eBGCYiToNEY,0
AYBPvJ67YPs,0
Ew8jKnliFZg,0
hDm26Rs-YNQ,0
4THFRpw68oQ,0
fqnLm2A5qXI,0
25HfpOPXKWY,0
p1noRCUvsrM,0
7Kuwwta_Mms,0
ig-78RVSLVs,0
ETVtZlX2kLQ,0
3qce2Z4nlVs,0
ZCo6_JbKp-A,0
6gY0k0alnZ0,0
VkXYjy6sZ2A,0
gy9HOaDU318,0
DC_TrsY7U3A,0
PZz1Gxdb_tA,1
txCCYBMKdB0,0
tk0DpND0vgA,0
hqrWXNMTaKY,0
tD6KJ7QtQH8,0
_kZp-Q48v-A,0
ZxLc6P2Ii5Q,0
84s4B2AVTEE,0
hGtbr-ZvdT0,0
7_EeCkHs-e0,0
acWjHI1FzT0,0
yGreSrp4Qg4,0
367XrMBcb54,0
a7fzkqLozwA,0
J-gYJBsln-w,0
n1BX0wYp8Ao,0
ycPDM8OVqLI,0
#NAME?,0
cPJUBQd-PNM,0
MCW4eGoLX3s,0
VCNskcGD1Oc,0
QaBT3QWdJWo,0
nRTBM4UwnBs,0
CNDbONsBL-k,0
H-RBJNqdnoM,0
GSBFehvLJDc,0
HxHrY37psIU,0
